track_name,artist,album,genres,popularity,explicit,cover_url
Bring Me To Life,Evanescence,Fallen,alternative metal,83,False,https://i.scdn.co/image/ab67616d0000b27325f49ab23f0ec6332efef432
Paranoid - 2012 - Remaster,Black Sabbath,Paranoid (Remaster),"birmingham metal, hard rock, alternative metal, metal, uk doom metal, rock, classic rock, stoner rock, album rock",73,False,https://i.scdn.co/image/ab67616d0000b273d5fccf9ce08b6a1e7d12a222
Can't Stop,Red Hot Chili Peppers,By the Way (Deluxe Edition),"permanent wave, funk metal, alternative rock, rock, funk rock",81,False,https://i.scdn.co/image/ab67616d0000b273de1af2785a83cc660155a0c4
Jessie's Girl,Rick Springfield,Working Class Dog,"soft rock, glam metal, hard rock, new wave pop, classic rock, yacht rock, mellow gold, new romantic, australian rock, album rock",74,False,https://i.scdn.co/image/ab67616d0000b2734a57b8b911a372d77dfc1ba7
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",Flower Boy,"colombian pop, rap, hip hop",89,True,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
Not Like Us,Kendrick Lamar,Not Like Us,"conscious hip hop, west coast rap, rap, hip hop",88,True,https://i.scdn.co/image/ab67616d0000b2731ea0c62b2339cbf493a999ad
NIGHTS LIKE THIS,The Kid LAROI,THE FIRST TIME,australian hip hop,87,False,https://i.scdn.co/image/ab67616d0000b2732abb30c6296964d5d07458c2
Pink + White,Frank Ocean,Blonde,"lgbtq+ hip hop, neo soul",86,False,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526
on one tonight,Gunna,One of Wun,"melodic rap, atl hip hop, trap, rap",84,True,https://i.scdn.co/image/ab67616d0000b273c67636f3021f5869095c0fc5
Like That,"Future, Metro Boomin, Kendrick Lamar",WE DON'T TRUST YOU,"atl hip hop, southern hip hop, hip hop, conscious hip hop, west coast rap, trap, rap",84,True,https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8
Gang Baby,NLE Choppa,SLUT SZN,"rap, memphis hip hop",82,True,https://i.scdn.co/image/ab67616d0000b273fb769724a2ee34b9f4ba1c76
All The Stars (with SZA),"Kendrick Lamar, SZA",Black Panther The Album Music From And Inspired By,"r&b, pop, hip hop, conscious hip hop, west coast rap, rap",86,True,https://i.scdn.co/image/ab67616d0000b273c027ad28821777b00dcaa888
Thinkin Bout You,Frank Ocean,channel ORANGE,"lgbtq+ hip hop, neo soul",84,False,https://i.scdn.co/image/ab67616d0000b2737aede4855f6d0d738012e2e5
Don't,Bryson Tiller,T R A P S O U L,"r&b, rap, kentucky hip hop",83,True,https://i.scdn.co/image/ab67616d0000b273d5f3cea8affdca01a0dc754f
one of wun,Gunna,One of Wun,"melodic rap, atl hip hop, trap, rap",83,True,https://i.scdn.co/image/ab67616d0000b273c67636f3021f5869095c0fc5
Ivy,Frank Ocean,Blonde,"lgbtq+ hip hop, neo soul",83,True,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526
Fuck Love,"XXXTENTACION, Trippie Redd",17,"miami hip hop, melodic rap, emo rap, trap, rap",84,True,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5
No Role Modelz,J. Cole,2014 Forest Hills Drive,"conscious hip hop, north carolina hip hop, rap, hip hop",83,True,https://i.scdn.co/image/ab67616d0000b273c6e0948bbb0681ff29cdbae8
Mmhmm,BigXthaPlug,THE BIGGEST,southern hip hop,79,True,https://i.scdn.co/image/ab67616d0000b2739afbbc313ea008b68cc5f40d
I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),"A$AP Rocky, Imogen Heap, Clams Casino",I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),"east coast hip hop, psychedelic hip hop, cloud rap, etherpop, metropopolis, instrumental hip hop, hip hop, experimental hip hop, rap",84,True,https://i.scdn.co/image/ab67616d0000b2732bb4bbf62bc82d2f4ce59397
Falling Down - Bonus Track,"Lil Peep, XXXTENTACION","Come Over When You're Sober, Pt. 2","miami hip hop, cloud rap, lgbtq+ hip hop, emo rap, rap",84,False,https://i.scdn.co/image/ab67616d0000b27355e36b0dc5b0ef008fc85319
Heartless,Kanye West,808s & Heartbreak,"chicago rap, rap, hip hop",83,False,https://i.scdn.co/image/ab67616d0000b273346d77e155d854735410ed18
The Color Violet,Tory Lanez,Alone At Prom,"canadian hip hop, pop rap, r&b, melodic rap, canadian trap, trap, rap",83,False,https://i.scdn.co/image/ab67616d0000b2730c5f23cbf0b1ab7e37d0dc67
EARFQUAKE,"Tyler, The Creator",IGOR,"rap, hip hop",81,True,https://i.scdn.co/image/ab67616d0000b2737005885df706891a3c182a57
Type Shit,"Future, Metro Boomin, Travis Scott, Playboi Carti",WE DON'T TRUST YOU,"pluggnb, slap house, rage rap, atl hip hop, southern hip hop, plugg, hip hop, trap, rap",83,True,https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8
Lovin On Me,Jack Harlow,Lovin On Me,"pop rap, deep underground hip hop, hip hop, rap, kentucky hip hop",82,True,https://i.scdn.co/image/ab67616d0000b273fcf4adae77baba5d0169e8e8
Feel Good Inc.,Gorillaz,Demon Days,"modern rock, alternative hip hop, rock",84,False,https://i.scdn.co/image/ab67616d0000b27319d85a472f328a6ed9b704cf
HUMBLE.,Kendrick Lamar,DAMN.,"conscious hip hop, west coast rap, rap, hip hop",82,True,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699
Back On My BS,BigXthaPlug,THE BIGGEST,southern hip hop,78,True,https://i.scdn.co/image/ab67616d0000b2739afbbc313ea008b68cc5f40d
Christmas Eve / Sarajevo 12/24 - Instrumental,Trans-Siberian Orchestra,Christmas Eve and Other Stories,"progressive metal, neo classical metal",77,False,https://i.scdn.co/image/ab67616d0000b273d8c41d1f95369e3658c00d28
Christmas Canon,Trans-Siberian Orchestra,The Christmas Attic,"progressive metal, neo classical metal",69,False,https://i.scdn.co/image/ab67616d0000b2737f4e01c570166b981d88b37d
"The Nutcracker, Op. 71: Act II Tableau 3: Variation 2: Dance of the Sugar-Plum Fairy","Pyotr Ilyich Tchaikovsky, Russian National Orchestra, Mikhail Pletnev",Tchaikovsky: The Nutcracker,"late romantic era, russian orchestra, classical, russian romanticism, russian classical piano, classical performance, orchestra",69,False,https://i.scdn.co/image/ab67616d0000b273783b14b3d7e92f0685b58bdc
Experience,"Ludovico Einaudi, Daniel Hope, I Virtuosi Italiani",In A Time Lapse,"string orchestra, compositional ambient, chamber orchestra, violin, neo-classical, classical performance",75,False,https://i.scdn.co/image/ab67616d0000b2736c8ef0538e04f2e28380dcc5
Christmas Eve / Sarajevo 12/24 - Instrumental; 2016 Remaster,Trans-Siberian Orchestra,The Ghosts of Christmas Eve,"progressive metal, neo classical metal",62,False,https://i.scdn.co/image/ab67616d0000b27350ff28664093e891352e1d35
Adieux,Ludovico Einaudi,Adieux,"neo-classical, compositional ambient",69,False,https://i.scdn.co/image/ab67616d0000b273f6e99bfb3511cd1f84bfa84c
A Mad Russian's Christmas - Instrumental,Trans-Siberian Orchestra,Christmas Eve and Other Stories,"progressive metal, neo classical metal",61,False,https://i.scdn.co/image/ab67616d0000b273d8c41d1f95369e3658c00d28
"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude","Johann Sebastian Bach, Yo-Yo Ma",Bach: Unaccompanied Cello Suites (Remastered),"early music, classical, german baroque, classical cello, chamber ensemble, baroque, classical performance",61,False,https://i.scdn.co/image/ab67616d0000b273261feb89ee859b598bd34a97
Dance of the Sugar Plum Fairy,"Pyotr Ilyich Tchaikovsky, Lior Rosner, Scott Dunn, Royal Philharmonic Orchestra",Sugar Plum on the Run,"late romantic era, british orchestra, classical, russian romanticism, american classical piano, orchestra",62,False,https://i.scdn.co/image/ab67616d0000b273a3af1254abaeb4128f4ab29a
White Christmas - Piano Version,Henry Smith,Piano Christmas,neo-classical,64,False,https://i.scdn.co/image/ab67616d0000b273a495c275409aedb888a9ad6e
Gymnopédie No. 1,"Erik Satie, Philippe Entremont",Erik Satie & Friends,"french classical piano, early avant garde, classical, early modern classical, impressionism, post-romantic era, classical performance",66,False,https://i.scdn.co/image/ab67616d0000b2730d3d783124fd96e37b6feee4
Sleigh Ride,"Leroy Anderson, Iain Sutherland Concert Orchestra, Iain Sutherland",Blue Tango Very Best of Leroy Anderson,"easy listening, man's orchestra, american modern classical, space age pop",61,False,https://i.scdn.co/image/ab67616d0000b273f2651ac0459bd54a1f695806
Christmas Canon Rock,Trans-Siberian Orchestra,The Lost Christmas Eve,"progressive metal, neo classical metal",59,False,https://i.scdn.co/image/ab67616d0000b2732bf82984fa5aa92b92799f0d
Carnival of the Animals: The Swan,"Camille Saint-Saëns, Isata Kanneh-Mason, Jeneba Kanneh-Mason, Sheku Kanneh-Mason",Saint-Saëns: Carnival of the Animals: The Swan,"late romantic era, british classical piano, classical, french romanticism, classical cello",65,False,https://i.scdn.co/image/ab67616d0000b2730f554ebde761482faecb143a
"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto","Ludwig van Beethoven, Paul Lewis","Beethoven: Piano Sonatas, Vol.3","classical era, british classical piano, classical, classical piano, german romanticism, early romantic era",67,False,https://i.scdn.co/image/ab67616d0000b2735fbde95caaf1018f9af50f71
"Tchaikovsky: The Nutcracker, Op. 71: Miniature Overture","Pyotr Ilyich Tchaikovsky, Sir Simon Rattle, Berliner Philharmoniker",Tchaikovsky: The Nutcracker,"late romantic era, german orchestra, classical, orchestral performance, russian romanticism, classical performance, orchestra",62,False,https://i.scdn.co/image/ab67616d0000b273f1972145094112a1268035f1
It's Beginning to Look a Lot Like Christmas - Piano Version,Henry Smith,Piano Christmas,neo-classical,63,False,https://i.scdn.co/image/ab67616d0000b273a495c275409aedb888a9ad6e
"Suite bergamasque, L. 75: III. Clair de lune","Claude Debussy, Alice Sara Ott","Debussy: Suite bergamasque, L. 75, 3. Clair de lune","classical, classical piano, impressionism, german classical piano, post-romantic era, classical performance",64,False,https://i.scdn.co/image/ab67616d0000b2731277085743389aa91af6f39b
"Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scene. Moderato","Pyotr Ilyich Tchaikovsky, André Previn, London Symphony Orchestra",Tchaikovsky: Swan Lake,"late romantic era, british orchestra, classical, orchestral performance, russian romanticism, orchestra",68,False,https://i.scdn.co/image/ab67616d0000b2731d9c6602aa95abd8c5b146da
River Flows In You,Yiruma,First Love (The Original & the Very First Recording),"neo-classical, new age piano, korean instrumental",69,False,https://i.scdn.co/image/ab67616d0000b2734bdb66d1335f8571240e755f
"Tchaikovsky: The Nutcracker, Op. 71, Act 1: No. 2, March","Pyotr Ilyich Tchaikovsky, Sir Simon Rattle, Berliner Philharmoniker",Tchaikovsky: The Nutcracker,"late romantic era, german orchestra, classical, orchestral performance, russian romanticism, classical performance, orchestra",61,False,https://i.scdn.co/image/ab67616d0000b273f1972145094112a1268035f1
Once,Alexis Ffrench,Classical Soul Vol. 1,neo-classical,65,False,https://i.scdn.co/image/ab67616d0000b273aa44e187c9b94b3687b794a2
Merry-Go-Round of Life - from 'Howl's Moving Castle',Joe Hisaishi,FREEDOM PIANO STORIES 4,"japanese classical, anime, orchestral soundtrack, japanese soundtrack, anime score",66,False,https://i.scdn.co/image/ab67616d0000b27333ea9fb3fd69bca55a015229
First Snow - Instrumental,Trans-Siberian Orchestra,Christmas Eve and Other Stories,"progressive metal, neo classical metal",57,False,https://i.scdn.co/image/ab67616d0000b273d8c41d1f95369e3658c00d28
O Come All Ye Faithful / O Holy Night - Instrumental,Trans-Siberian Orchestra,Christmas Eve and Other Stories,"progressive metal, neo classical metal",57,False,https://i.scdn.co/image/ab67616d0000b273d8c41d1f95369e3658c00d28
One Last Breath,Creed,Weathered,"post-grunge, rock, nu metal, alternative metal",80,False,https://i.scdn.co/image/ab67616d0000b273a32f2ae4dade83e0d7a294f4
In the End,Linkin Park,Hybrid Theory (Bonus Edition),"alternative metal, rock, post-grunge, rap metal, nu metal",87,False,https://i.scdn.co/image/ab67616d0000b273e2f039481babe23658fc719a
Numb,Linkin Park,Meteora,"alternative metal, rock, post-grunge, rap metal, nu metal",86,False,https://i.scdn.co/image/ab67616d0000b2735f1f51d14e8bea89484ecd1b
Everlong,Foo Fighters,The Colour And The Shape,"permanent wave, alternative metal, alternative rock, rock, post-grunge, modern rock",81,False,https://i.scdn.co/image/ab67616d0000b2730389027010b78a5e7dce426b
How You Remind Me,Nickelback,Silver Side Up,"post-grunge, canadian rock, alternative metal",83,False,https://i.scdn.co/image/ab67616d0000b273699a422d25adc550dc5aa11c
The Middle,Jimmy Eat World,Bleed American,"neon pop punk, pop rock, alternative metal, pop punk, modern power pop, alternative rock, punk, post-grunge, rock, emo, modern rock",80,False,https://i.scdn.co/image/ab67616d0000b27395d1d98c5176e4f982bd73d6
Chop Suey!,System Of A Down,Toxicity,"rap metal, rock, nu metal, alternative metal",83,False,https://i.scdn.co/image/ab67616d0000b27330d45198d0c9e8841f9a9578
One Step Closer,Linkin Park,Hybrid Theory (Bonus Edition),"alternative metal, rock, post-grunge, rap metal, nu metal",82,False,https://i.scdn.co/image/ab67616d0000b273e2f039481babe23658fc719a
Christmas Eve / Sarajevo 12/24 - Instrumental,Trans-Siberian Orchestra,Christmas Eve and Other Stories,"progressive metal, neo classical metal",77,False,https://i.scdn.co/image/ab67616d0000b273d8c41d1f95369e3658c00d28
Animal I Have Become,Three Days Grace,One-X,"canadian metal, alternative metal, rock, post-grunge, canadian rock, nu metal",77,False,https://i.scdn.co/image/ab67616d0000b2739dcf31d6b5eb82fa24de783a
Kryptonite,3 Doors Down,The Better Life,"post-grunge, rock, nu metal, alternative metal",78,False,https://i.scdn.co/image/ab67616d0000b2732868c4713a3912fd476b42f1
Break Stuff,Limp Bizkit,Significant Other,"alternative metal, funk metal, rock, post-grunge, rap metal, nu metal",80,True,https://i.scdn.co/image/ab67616d0000b2733783782de74f61e36795bf9c
Higher,Creed,Human Clay,"post-grunge, rock, nu metal, alternative metal",76,False,https://i.scdn.co/image/ab67616d0000b273f8f048a5f4749c970078a4fb
I Hate Everything About You,Three Days Grace,Three Days Grace,"canadian metal, alternative metal, rock, post-grunge, canadian rock, nu metal",78,False,https://i.scdn.co/image/ab67616d0000b27377922eaa071fb388270f203f
Scar Tissue,Red Hot Chili Peppers,Californication (Deluxe Edition),"permanent wave, funk metal, alternative rock, rock, funk rock",81,False,https://i.scdn.co/image/ab67616d0000b27394d08ab63e57b0cae74e8595
Toxicity,System Of A Down,Toxicity,"rap metal, rock, nu metal, alternative metal",83,False,https://i.scdn.co/image/ab67616d0000b27330d45198d0c9e8841f9a9578
Drive,Incubus,Make Yourself,"alternative metal, funk metal, alternative rock, rock, post-grunge, modern rock, nu metal, funk rock",78,False,https://i.scdn.co/image/ab67616d0000b27374fad40214d982351347e46e
Enter Sandman (Remastered),Metallica,Metallica (Remastered),"metal, hard rock, old school thrash, thrash metal, rock",74,False,https://i.scdn.co/image/ab67616d0000b2731f9edf15e43f4c2f4938b869
Faint,Linkin Park,Meteora,"alternative metal, rock, post-grunge, rap metal, nu metal",83,False,https://i.scdn.co/image/ab67616d0000b2735f1f51d14e8bea89484ecd1b
All The Small Things,blink-182,Enema Of The State,"socal pop punk, pop punk, alternative metal, punk, rock, modern rock",80,False,https://i.scdn.co/image/ab67616d0000b2736da502e35a7a3e48de2b0f74
Under the Bridge,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),"permanent wave, funk metal, alternative rock, rock, funk rock",81,False,https://i.scdn.co/image/ab67616d0000b273153d79816d853f2694b2cc70
Bring Me To Life,Evanescence,Fallen,alternative metal,83,False,https://i.scdn.co/image/ab67616d0000b27325f49ab23f0ec6332efef432
Paranoid - 2012 - Remaster,Black Sabbath,Paranoid (Remaster),"birmingham metal, hard rock, alternative metal, metal, uk doom metal, rock, classic rock, stoner rock, album rock",73,False,https://i.scdn.co/image/ab67616d0000b273d5fccf9ce08b6a1e7d12a222
Can't Stop,Red Hot Chili Peppers,By the Way (Deluxe Edition),"permanent wave, funk metal, alternative rock, rock, funk rock",81,False,https://i.scdn.co/image/ab67616d0000b273de1af2785a83cc660155a0c4
Jessie's Girl,Rick Springfield,Working Class Dog,"soft rock, glam metal, hard rock, new wave pop, classic rock, yacht rock, mellow gold, new romantic, australian rock, album rock",74,False,https://i.scdn.co/image/ab67616d0000b2734a57b8b911a372d77dfc1ba7
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,A Winter Romance,"adult standards, easy listening, lounge, vocal jazz",91,False,https://i.scdn.co/image/ab67616d0000b2736d88028a85c771f37374c8ea
The Christmas Song (Merry Christmas To You),Nat King Cole,The Christmas Song (Expanded Edition),"adult standards, soul, swing, easy listening, vocal jazz, lounge",86,False,https://i.scdn.co/image/ab67616d0000b27330dc6027fd140c7ba68e900c
Santa Baby (with Henri René & His Orchestra),"Eartha Kitt, Henri René and His Orchestra",Heavenly Eartha,"torch song, man's orchestra, vocal jazz",84,False,https://i.scdn.co/image/ab67616d0000b273cfbcba7cc35a40e08e5aff67
Deck The Hall,Nat King Cole,The Christmas Song (Expanded Edition),"adult standards, soul, swing, easy listening, vocal jazz, lounge",85,False,https://i.scdn.co/image/ab67616d0000b27330dc6027fd140c7ba68e900c
It's Beginning to Look a Lot like Christmas,Michael Bublé,Christmas (Deluxe Special Edition),"adult standards, jazz pop, lounge, canadian pop",87,False,https://i.scdn.co/image/ab67616d0000b273119e4094f07a8123b471ac1d
Holly Jolly Christmas,Michael Bublé,Christmas (Deluxe Special Edition),"adult standards, jazz pop, lounge, canadian pop",86,False,https://i.scdn.co/image/ab67616d0000b273119e4094f07a8123b471ac1d
Joy To The World,Nat King Cole,The Christmas Song (Expanded Edition),"adult standards, soul, swing, easy listening, vocal jazz, lounge",81,False,https://i.scdn.co/image/ab67616d0000b27330dc6027fd140c7ba68e900c
Christmas Time Is Here,Vince Guaraldi Trio,Charlie Brown Holiday Hits,jazz trio,78,False,https://i.scdn.co/image/ab67616d0000b273a1c6bc83f5404947ffb87891
Frosty The Snowman,Ella Fitzgerald,Ella Wishes You A Swinging Christmas (Expanded Edition),"adult standards, soul, swing, jazz blues, vocal jazz, jazz",81,False,https://i.scdn.co/image/ab67616d0000b27356849c42c652a7e4025fd6eb
